scenario,run,mean_growth_rate,crisis_likelihood,mean_unemployment,gdp_end
3,48,0.01025673155500506,0.0,0.04414837116374992,4262119.980638818
3,49,0.010769890120398085,0.0,0.043489780674499934,4766038.961641002
3,50,0.010347665705660924,0.0,0.04758173661349996,4752997.4477244355
4,1,0.009921621821654236,0.010101010101010102,0.04658916340800001,4185794.159707634
4,2,0.010226292425936645,0.010101010101010102,0.04740682215875003,4499466.856800412
4,3,0.01030914288450746,0.0,0.04444641765074986,4258227.442170784
4,4,0.010266153824415758,0.0,0.050344182376250046,4326748.409019814
4,5,0.010911433214812805,0.0,0.0477765102302502,4416784.682158679
4,6,0.00978109053079379,0.0,0.04423154113850003,4288841.019598216
4,7,0.009901589189217797,0.0,0.04645038715650007,4193889.9703384317
4,8,0.01145793582876009,0.0,0.046953739902000136,5066171.832601665
4,9,0.010610456236077148,0.0,0.04838567379199987,4545855.944340822
4,10,0.010530448400798198,0.0,0.04571650243275005,4399961.807708381
4,11,0.010330370074356887,0.0,0.049340844057499944,4409162.314858286
4,12,0.009967827172758126,0.010101010101010102,0.046819920837750106,4451450.88184955
4,13,0.010963313867306868,0.0,0.04766421091149997,4976720.625393914
4,14,0.01016497127355609,0.0,0.04604566499399998,4315364.256154272
4,15,0.010897093655639623,0.0,0.04528201312725,4749541.696512441
4,16,0.010305821166840978,0.010101010101010102,0.044055269243249984,4214074.140105505
4,17,0.010354192509063331,0.0,0.04824516315375005,4282189.64257969
4,18,0.0103880549751596,0.020202020202020204,0.04216070435399999,4697857.860355862
4,19,0.01035141287117547,0.0,0.05097427162599999,4250049.96866047
4,20,0.01027005295277994,0.010101010101010102,0.05063985702675,4266112.045690037
4,21,0.010182347181368456,0.0,0.04695321823575005,4423992.041224197
4,22,0.010803314508575745,0.0,0.04873859768074995,4626651.771346385
4,23,0.011288689127005425,0.0,0.04660763105050014,4336520.792093038
4,24,0.009309278163958101,0.0,0.05129831332899992,4158463.3766061724
4,25,0.011085539713227455,0.0,0.047138949634249916,4884827.803867568
4,26,0.01009688539585163,0.010101010101010102,0.04638765909025011,4467252.432402613
4,27,0.010041491827319282,0.0,0.047856353583500044,4178361.3454041453
4,28,0.009757999572933551,0.0,0.04603168238925004,4252139.947754814
4,29,0.010048589704165778,0.010101010101010102,0.04573868982274998,4368364.190748573
4,30,0.010161852772340607,0.0,0.04540610537299994,4454432.979738702
4,31,0.010284016190469591,0.0,0.0451381623899999,4401019.558119984
4,32,0.010777611192763326,0.0,0.04629179874899991,4506143.960571602
4,33,0.009773918657000502,0.0,0.04616444895900007,4460882.840299409
4,34,0.010202990347145224,0.0,0.050768406031999946,4246190.75019435
4,35,0.010316111862747945,0.0,0.05319767842424994,4160834.7788007515
4,36,0.009847455068341393,0.0,0.05075705087449989,4247779.535475554
4,37,0.010637231070177,0.0,0.04523389074624984,4597571.063070624
4,38,0.01034743161513485,0.0,0.05071920994575008,4335100.699896014
4,39,0.009987409371826184,0.0,0.045127252150750086,4320855.3138126945
4,40,0.009787108646562848,0.0,0.04602220174899996,4222328.076924682
4,41,0.010806841100667874,0.010101010101010102,0.04766390346049998,4725352.65796317
4,42,0.010281191635316933,0.0,0.04451471095275006,4504153.988245035
4,43,0.009917087064387209,0.0,0.04909326092124988,4241937.011274756
4,44,0.011171900261496281,0.0,0.04470342155175,4668110.073303315
4,45,0.00944606209500587,0.0,0.044805845648249965,4344688.075733066
4,46,0.010179810396711897,0.0,0.05006948602225014,4417434.63966161
4,47,0.010654649980301745,0.0,0.045226511287750126,4538832.460119737
4,48,0.009253372138440463,0.0,0.043201282875000024,4083074.861610874
4,49,0.009997356097792176,0.0,0.047458695638250115,4310937.4977809815
4,50,0.009945800823609519,0.0,0.04601129837775009,4164980.7470487757
5,1,0.010815984331785211,0.0,0.10357881816400005,4392247.914942709
5,2,0.010118246785680851,0.0,0.10907330615400002,4217082.7868750775
5,3,0.010760385497682545,0.0,0.10729070625174997,4440203.825979499
5,4,0.011002468137873533,0.0,0.1042074790769999,4680292.53157888
5,5,0.010490262343118673,0.0,0.11712039705950006,4457657.2860749755
5,6,0.011339409589144145,0.0,0.11321704446524994,4610868.372633005
5,7,0.011017317500810586,0.0,0.10654541981624999,4765685.933044823
5,8,0.010829891497457167,0.0,0.09910546217274996,4581587.164082916
5,9,0.010734260701528386,0.0,0.10453824185775007,4698825.307592698
5,10,0.01110829535662683,0.0,0.10836302205924997,4526430.627384773
5,11,0.011558323569458295,0.0,0.09989261761724999,4799656.061572365
5,12,0.009681028742002162,0.0,0.10961306784974989,3942344.4375871355
5,13,0.011295275764746648,0.0,0.10201955972075016,4802468.1199255185
5,14,0.010752361343787209,0.0,0.107106929119,4514931.550585253
5,15,0.010952629899597666,0.0,0.11004568882224997,4740550.842392939
5,16,0.010052810639673782,0.0,0.11276933819025003,4048668.9432894927
